# 20Msun surface properties as a function of time; 
# Created with notebook "20Msun-surfacedata.ipynb" on 
# NuGrid server http://wendi1.phys.uvic.ca
# Cols:   star_age [yr], log_L [log10 L/Lsun],    log_Teff [log10 T/K],    log_R [log10 R/Rsun],    log_g [log g [cgs]]
9.588914876222854480e+06 5.245723054097722660e+00 3.495959967426907511e+00 3.154200428647673693e+00 -6.830249415781934896e-01
9.588914876222854480e+06 5.245723058059327037e+00 3.495959968417308605e+00 3.154200428647673693e+00 -6.830249415781934896e-01
9.588914876222854480e+06 5.245723054262391827e+00 3.495959967468075025e+00 3.154200428647673693e+00 -6.830249415781934896e-01
9.588914876222854480e+06 5.245723072989123104e+00 3.495959972149759398e+00 3.154200428647670584e+00 -6.830249415781872724e-01
9.588914876222854480e+06 5.245723052739353243e+00 3.495959967087318265e+00 3.154200428647667476e+00 -6.830249415781810551e-01
9.588914876222854480e+06 5.245723057410593526e+00 3.495959968255128558e+00 3.154200428647667476e+00 -6.830249415781810551e-01
9.588914876222854480e+06 5.245723027758533163e+00 3.495959960842111691e+00 3.154200428647670584e+00 -6.830249415781872724e-01
9.588914876222854480e+06 5.245723048032871816e+00 3.495959965910687473e+00 3.154200428647689236e+00 -6.830249415782242428e-01
9.588914876222854480e+06 5.245723021115114015e+00 3.495959959181246024e+00 3.154200428647692345e+00 -6.830249415782305711e-01
9.588914876222854480e+06 5.245723023919726558e+00 3.495959959882396273e+00 3.154200428647698562e+00 -6.830249415782427835e-01
9.588914876222854480e+06 5.245723066475341589e+00 3.495959970521297144e+00 3.154200428647704779e+00 -6.830249415782551070e-01
9.588914876222854480e+06 5.245723015151317448e+00 3.495959957690284892e+00 3.154200428647717214e+00 -6.830249415782798650e-01
9.588914876222854480e+06 5.245723012499023952e+00 3.495959957027211296e+00 3.154200428647717214e+00 -6.830249415782798650e-01
9.588914876222854480e+06 5.245723024543408997e+00 3.495959960038312442e+00 3.154200428647707888e+00 -6.830249415782613243e-01
9.588914876222854480e+06 5.245722998786405356e+00 3.495959953599056647e+00 3.154200428647717214e+00 -6.830249415782798650e-01
9.588914876222854480e+06 5.245723005626924618e+00 3.495959955309178913e+00 3.154200428647732313e+00 -6.830249415783106182e-01
9.588914876222854480e+06 5.245723000473057063e+00 3.495959954020716687e+00 3.154200428647722987e+00 -6.830249415782921885e-01
9.588914876222854480e+06 5.245722990545780284e+00 3.495959951538891275e+00 3.154200428647735421e+00 -6.830249415783169464e-01
9.588914876222854480e+06 5.245722996435012497e+00 3.495959953011190002e+00 3.154200428647754073e+00 -6.830249415783539169e-01
9.588914876222854480e+06 5.245723030464785275e+00 3.495959961518631420e+00 3.154200428647757182e+00 -6.830249415783601341e-01
9.588914876222854480e+06 5.245723010803172492e+00 3.495959956603223784e+00 3.154200428647766508e+00 -6.830249415783785638e-01
9.588914876222854480e+06 5.245723046552615010e+00 3.495959965540587522e+00 3.154200428647760290e+00 -6.830249415783662403e-01
9.588914876222854480e+06 5.245723089494099156e+00 3.495959976275964554e+00 3.154200428647747856e+00 -6.830249415783415934e-01
9.588914876222854480e+06 5.245723031612470777e+00 3.495959961805556127e+00 3.154200428647750964e+00 -6.830249415783476996e-01
9.588914876222854480e+06 5.245723017779264197e+00 3.495959958347249596e+00 3.154200428647760290e+00 -6.830249415783662403e-01
9.588914876222854480e+06 5.245723048118884790e+00 3.495959965932148972e+00 3.154200428647772725e+00 -6.830249415783908873e-01
9.588914876222854480e+06 5.245723060065578203e+00 3.495959968918822103e+00 3.154200428647772725e+00 -6.830249415783908873e-01
9.588914876222854480e+06 5.245723051229114198e+00 3.495959966709709210e+00 3.154200428647766508e+00 -6.830249415783785638e-01
9.588914876222854480e+06 5.245723084983375806e+00 3.495959975148277721e+00 3.154200428647760290e+00 -6.830249415783662403e-01
9.588914876222854480e+06 5.245723041111880924e+00 3.495959964180399115e+00 3.154200428647769616e+00 -6.830249415783847811e-01
9.588914876222854480e+06 5.245723048299484326e+00 3.495959965977303519e+00 3.154200428647763399e+00 -6.830249415783724576e-01
9.588914876222854480e+06 5.245723056047491895e+00 3.495959967914302080e+00 3.154200428647769616e+00 -6.830249415783847811e-01
9.588914876222854480e+06 5.245723065517843509e+00 3.495959970281893092e+00 3.154200428647763399e+00 -6.830249415783724576e-01
9.588914876222854480e+06 5.245723055953923186e+00 3.495959967890917675e+00 3.154200428647754073e+00 -6.830249415783539169e-01
9.588914876222854480e+06 5.245723075348436737e+00 3.495959972739550725e+00 3.154200428647744747e+00 -6.830249415783353761e-01
9.588914876222854480e+06 5.245723067965808006e+00 3.495959970893890656e+00 3.154200428647750964e+00 -6.830249415783476996e-01
9.588914876222854480e+06 5.245723045083638958e+00 3.495959965173352835e+00 3.154200428647741639e+00 -6.830249415783292699e-01
9.588914876222854480e+06 5.245723037131754474e+00 3.495959963185381714e+00 3.154200428647741639e+00 -6.830249415783292699e-01
9.588914876222854480e+06 5.245723048128428267e+00 3.495959965934548386e+00 3.154200428647744747e+00 -6.830249415783353761e-01
9.588914876222854480e+06 5.245723087643568761e+00 3.495959975813338172e+00 3.154200428647735421e+00 -6.830249415783169464e-01
9.588914876222854480e+06 5.245723068357478702e+00 3.495959970991803445e+00 3.154200428647760290e+00 -6.830249415783662403e-01
9.588914876222854480e+06 5.245723047249006399e+00 3.495959965714682038e+00 3.154200428647766508e+00 -6.830249415783785638e-01
9.588914876222854480e+06 5.245723045892909830e+00 3.495959965375648792e+00 3.154200428647784715e+00 -6.830249415784156453e-01
9.588914876222854480e+06 5.245723028738037641e+00 3.495959961086927859e+00 3.154200428647790933e+00 -6.830249415784279687e-01
9.588914876222854480e+06 5.245723041127638098e+00 3.495959964184326196e+00 3.154200428647794041e+00 -6.830249415784340750e-01
9.588914876222854480e+06 5.245723054094728610e+00 3.495959967426100601e+00 3.154200428647790933e+00 -6.830249415784279687e-01
9.588914876222854480e+06 5.245723083937098963e+00 3.495959974886699406e+00 3.154200428647778942e+00 -6.830249415784033218e-01
9.588914876222854480e+06 5.245723057321123761e+00 3.495959968232713155e+00 3.154200428647763399e+00 -6.830249415783724576e-01
9.588914876222854480e+06 5.245723095167490690e+00 3.495959977694305110e+00 3.154200428647763399e+00 -6.830249415783724576e-01
9.588914876222854480e+06 5.245723077275728841e+00 3.495959973221375083e+00 3.154200428647741639e+00 -6.830249415783292699e-01
9.588914876222854480e+06 5.245723077467189910e+00 3.495959973269246568e+00 3.154200428647729204e+00 -6.830249415783045119e-01
9.588914876222854480e+06 5.245723057718890026e+00 3.495959968332181145e+00 3.154200428647710996e+00 -6.830249415782674305e-01
9.588914876222854480e+06 5.245723076586209288e+00 3.495959973049010738e+00 3.154200428647710996e+00 -6.830249415782674305e-01
9.588914876222854480e+06 5.245723086332199969e+00 3.495959975485508409e+00 3.154200428647710996e+00 -6.830249415782674305e-01
9.588914876222854480e+06 5.245723061896029549e+00 3.495959969376462695e+00 3.154200428647717214e+00 -6.830249415782798650e-01
9.588914876222854480e+06 5.245723069852289200e+00 3.495959971365527608e+00 3.154200428647717214e+00 -6.830249415782798650e-01
9.588914876222854480e+06 5.245723091039303121e+00 3.495959976662283974e+00 3.154200428647710996e+00 -6.830249415782674305e-01
9.588914876222854480e+06 5.245723073018579541e+00 3.495959972157106410e+00 3.154200428647704779e+00 -6.830249415782551070e-01
9.588914876222854480e+06 5.245723051746260523e+00 3.495959966839017330e+00 3.154200428647722987e+00 -6.830249415782921885e-01
9.588914876222854480e+06 5.245723086640729171e+00 3.495959975562644040e+00 3.154200428647704779e+00 -6.830249415782551070e-01
9.588914876222854480e+06 5.245723069547548967e+00 3.495959971289344104e+00 3.154200428647714105e+00 -6.830249415782737588e-01
9.588914876222854480e+06 5.245723051124739911e+00 3.495959966683647835e+00 3.154200428647701671e+00 -6.830249415782490008e-01
9.588914876222854480e+06 5.245723030387258845e+00 3.495959961499270019e+00 3.154200428647717214e+00 -6.830249415782798650e-01
9.588914876222854480e+06 5.245723051591792085e+00 3.495959966800406438e+00 3.154200428647710996e+00 -6.830249415782674305e-01
9.588914876222854480e+06 5.245723090022672785e+00 3.495959976408140601e+00 3.154200428647683019e+00 -6.830249415782119193e-01
9.588914876222854480e+06 5.245723089909217762e+00 3.495959976379781509e+00 3.154200428647673693e+00 -6.830249415781934896e-01
9.588914876222854480e+06 5.245723104268400050e+00 3.495959979969583298e+00 3.154200428647661258e+00 -6.830249415781687317e-01
9.588914876222854480e+06 5.245723071253869385e+00 3.495959971715953518e+00 3.154200428647655485e+00 -6.830249415781564082e-01
9.588914876222854480e+06 5.245723098688949371e+00 3.495959978574734173e+00 3.154200428647633725e+00 -6.830249415781132205e-01
9.588914876222854480e+06 5.245723092258214315e+00 3.495959976967052185e+00 3.154200428647630616e+00 -6.830249415781071143e-01
9.588914876222854480e+06 5.245723105944797737e+00 3.495959980388704036e+00 3.154200428647618182e+00 -6.830249415780823563e-01
9.588914876222854480e+06 5.245723098408785035e+00 3.495959978504697752e+00 3.154200428647624399e+00 -6.830249415780947908e-01
9.588914876222854480e+06 5.245723101005173916e+00 3.495959979153798081e+00 3.154200428647618182e+00 -6.830249415780823563e-01
9.588914876222854480e+06 5.245723100074415335e+00 3.495959978921111766e+00 3.154200428647611965e+00 -6.830249415780700328e-01
9.588914876222854480e+06 5.245723074981918366e+00 3.495959972647993741e+00 3.154200428647599530e+00 -6.830249415780452749e-01
9.588914876222854480e+06 5.245723102449693975e+00 3.495959979514942084e+00 3.154200428647590648e+00 -6.830249415780268452e-01
9.588914876222854480e+06 5.245723097101698151e+00 3.495959978177946237e+00 3.154200428647584431e+00 -6.830249415780145217e-01
9.588914876222854480e+06 5.245723077917869404e+00 3.495959973381991936e+00 3.154200428647578214e+00 -6.830249415780019762e-01
9.588914876222854480e+06 5.245723113044222785e+00 3.495959982163583835e+00 3.154200428647571997e+00 -6.830249415779897637e-01
9.588914876222854480e+06 5.245723128880538155e+00 3.495959986122673335e+00 3.154200428647550236e+00 -6.830249415779465760e-01
9.588914876222854480e+06 5.245723124711930474e+00 3.495959985080527410e+00 3.154200428647538246e+00 -6.830249415779219291e-01
9.588914876222854480e+06 5.245723109318981336e+00 3.495959981232287017e+00 3.154200428647544019e+00 -6.830249415779342526e-01
9.588914876222854480e+06 5.245723124170637242e+00 3.495959984945204102e+00 3.154200428647538246e+00 -6.830249415779219291e-01
9.588914876222854480e+06 5.245723124575865981e+00 3.495959985046511509e+00 3.154200428647538246e+00 -6.830249415779219291e-01
9.588914876222854480e+06 5.245723107849610933e+00 3.495959980864953742e+00 3.154200428647525811e+00 -6.830249415778971711e-01
9.588914876222854480e+06 5.245723088033849457e+00 3.495959975911005824e+00 3.154200428647541354e+00 -6.830249415779281463e-01
9.588914876222854480e+06 5.245723092375001784e+00 3.495959976996295460e+00 3.154200428647538246e+00 -6.830249415779219291e-01
9.588914876222854480e+06 5.245723097664027001e+00 3.495959978318554651e+00 3.154200428647532028e+00 -6.830249415779094946e-01
9.588914876222854480e+06 5.245723104069706544e+00 3.495959979919980753e+00 3.154200428647519594e+00 -6.830249415778848476e-01
9.588914876222854480e+06 5.245723062544689341e+00 3.495959969538721790e+00 3.154200428647528920e+00 -6.830249415779032773e-01
9.588914876222854480e+06 5.245723061529282916e+00 3.495959969284865299e+00 3.154200428647538246e+00 -6.830249415779219291e-01
9.588914876222854480e+06 5.245723080751543144e+00 3.495959974090433686e+00 3.154200428647532028e+00 -6.830249415779094946e-01
9.588914876222854480e+06 5.245723069883650780e+00 3.495959971373457709e+00 3.154200428647538246e+00 -6.830249415779219291e-01
9.588914876222854480e+06 5.245723074313848322e+00 3.495959972481003764e+00 3.154200428647544019e+00 -6.830249415779342526e-01
9.588914876222854480e+06 5.245723053475983555e+00 3.495959967271536240e+00 3.154200428647547128e+00 -6.830249415779403588e-01
9.588914876222854480e+06 5.245723029586694786e+00 3.495959961299201613e+00 3.154200428647571997e+00 -6.830249415779897637e-01
9.588914876222854480e+06 5.245723028310907310e+00 3.495959960980248304e+00 3.154200428647584431e+00 -6.830249415780145217e-01
9.588914876222854480e+06 5.245723060253571823e+00 3.495959968965914655e+00 3.154200428647584431e+00 -6.830249415780145217e-01
9.588914876222854480e+06 5.245723060594224663e+00 3.495959969051078087e+00 3.154200428647584431e+00 -6.830249415780145217e-01
9.588914876222854480e+06 5.245723056260759520e+00 3.495959967967716242e+00 3.154200428647575105e+00 -6.830249415779958699e-01
9.588914876222854480e+06 5.245723042623894550e+00 3.495959964558493560e+00 3.154200428647587540e+00 -6.830249415780206279e-01
9.588914876222854480e+06 5.245723056698583520e+00 3.495959968077162916e+00 3.154200428647593757e+00 -6.830249415780329514e-01
9.588914876222854480e+06 5.245723078058895261e+00 3.495959973417237965e+00 3.154200428647599530e+00 -6.830249415780452749e-01
9.588914876222854480e+06 5.245723063790508789e+00 3.495959969850138016e+00 3.154200428647605747e+00 -6.830249415780577094e-01
9.588914876222854480e+06 5.245723046339615614e+00 3.495959965487411836e+00 3.154200428647611965e+00 -6.830249415780700328e-01
9.588914876222854480e+06 5.245723055924180755e+00 3.495959967883554675e+00 3.154200428647608856e+00 -6.830249415780639266e-01
9.588914876222854480e+06 5.245723039892554951e+00 3.495959963875649557e+00 3.154200428647605747e+00 -6.830249415780577094e-01
9.588914876222854480e+06 5.245723071796100534e+00 3.495959971851533066e+00 3.154200428647611965e+00 -6.830249415780700328e-01
9.588914876222854480e+06 5.245723045215037850e+00 3.495959965206264286e+00 3.154200428647618182e+00 -6.830249415780823563e-01
9.588914876222854480e+06 5.245723048790921439e+00 3.495959966100233629e+00 3.154200428647621290e+00 -6.830249415780885736e-01
9.588914876222854480e+06 5.245723050962135758e+00 3.495959966643032768e+00 3.154200428647630616e+00 -6.830249415781071143e-01
9.588914876222854480e+06 5.245723044196331841e+00 3.495959964951581789e+00 3.154200428647630616e+00 -6.830249415781071143e-01
9.588914876222854480e+06 5.245723040459136399e+00 3.495959964017274935e+00 3.154200428647646159e+00 -6.830249415781379785e-01
9.588914876222854480e+06 5.245723027835884622e+00 3.495959960861458882e+00 3.154200428647652377e+00 -6.830249415781503020e-01
9.588914876222854480e+06 5.245723027678585559e+00 3.495959960822134338e+00 3.154200428647652377e+00 -6.830249415781503020e-01
9.588914876222854480e+06 5.245723030413580901e+00 3.495959961505878066e+00 3.154200428647661258e+00 -6.830249415781687317e-01
9.588914876222854480e+06 5.245723032435068767e+00 3.495959962011250255e+00 3.154200428647661258e+00 -6.830249415781687317e-01
9.588914876222854480e+06 5.245723058861190502e+00 3.495959968617776248e+00 3.154200428647670584e+00 -6.830249415781872724e-01
9.588914876222854480e+06 5.245723060460881548e+00 3.495959969017697677e+00 3.154200428647673693e+00 -6.830249415781934896e-01
9.588914876222854480e+06 5.245723065188252043e+00 3.495959970199536748e+00 3.154200428647679910e+00 -6.830249415782058131e-01
9.588914876222854480e+06 5.245723071491801726e+00 3.495959971775418396e+00 3.154200428647692345e+00 -6.830249415782305711e-01
9.588914876222854480e+06 5.245723058137499173e+00 3.495959968436840981e+00 3.154200428647695453e+00 -6.830249415782366773e-01
9.588914876222854480e+06 5.245723027234641123e+00 3.495959960711121806e+00 3.154200428647704779e+00 -6.830249415782551070e-01
9.588914876222854480e+06 5.245723053718529094e+00 3.495959967332090912e+00 3.154200428647710996e+00 -6.830249415782674305e-01
9.588914876222854480e+06 5.245723048670090982e+00 3.495959966069979608e+00 3.154200428647714105e+00 -6.830249415782737588e-01
9.588914876222854480e+06 5.245723014807158080e+00 3.495959957604240387e+00 3.154200428647726095e+00 -6.830249415782982947e-01
9.588914876222854480e+06 5.245723046261793421e+00 3.495959965467893227e+00 3.154200428647738530e+00 -6.830249415783231637e-01
9.588914876222854480e+06 5.245723021134348407e+00 3.495959959186036414e+00 3.154200428647729204e+00 -6.830249415783045119e-01
9.588914876222854480e+06 5.245723019557978262e+00 3.495959958791931221e+00 3.154200428647754073e+00 -6.830249415783539169e-01
9.588914876222854480e+06 5.245723021250664253e+00 3.495959959215107826e+00 3.154200428647744747e+00 -6.830249415783353761e-01
9.588914876222854480e+06 5.245723016749439083e+00 3.495959958089793762e+00 3.154200428647760290e+00 -6.830249415783662403e-01
9.588914876222854480e+06 5.245723011817326586e+00 3.495959956856759199e+00 3.154200428647772725e+00 -6.830249415783908873e-01
9.588914876222854480e+06 5.245723010306969414e+00 3.495959956479160802e+00 3.154200428647790933e+00 -6.830249415784279687e-01
9.588914876222854480e+06 5.245723036625398628e+00 3.495959963058763442e+00 3.154200428647800258e+00 -6.830249415784465095e-01
9.588914876222854480e+06 5.245723005389887561e+00 3.495959955249876572e+00 3.154200428647818910e+00 -6.830249415784834799e-01
9.588914876222854480e+06 5.245722993643802567e+00 3.495959952313347330e+00 3.154200428647834453e+00 -6.830249415785143441e-01
9.588914876222854480e+06 5.245723016240460446e+00 3.495959957962514686e+00 3.154200428647828236e+00 -6.830249415785020206e-01
9.588914876222854480e+06 5.245722987396303161e+00 3.495959950751474032e+00 3.154200428647831345e+00 -6.830249415785082379e-01
9.588914876222854480e+06 5.245723006458362647e+00 3.495959955516987350e+00 3.154200428647834453e+00 -6.830249415785143441e-01
9.588914876222854480e+06 5.245723047308578302e+00 3.495959965729541263e+00 3.154200428647834453e+00 -6.830249415785143441e-01
9.588914876222854480e+06 5.245723042773526856e+00 3.495959964595773961e+00 3.154200428647843335e+00 -6.830249415785328848e-01
9.588914876222854480e+06 5.245723053240133105e+00 3.495959967212425301e+00 3.154200428647843335e+00 -6.830249415785328848e-01
9.588914876222854480e+06 5.245723032521352636e+00 3.495959962032728630e+00 3.154200428647846888e+00 -6.830249415785391021e-01
9.588914876222854480e+06 5.245723035665332823e+00 3.495959962818722122e+00 3.154200428647849552e+00 -6.830249415785452083e-01
9.588914876222854480e+06 5.245723043430747801e+00 3.495959964760071426e+00 3.154200428647858878e+00 -6.830249415785637490e-01
9.588914876222854480e+06 5.245723045344012014e+00 3.495959965238390588e+00 3.154200428647852661e+00 -6.830249415785514255e-01
9.588914876222854480e+06 5.245723043434830757e+00 3.495959964761098160e+00 3.154200428647846888e+00 -6.830249415785391021e-01
9.588914876222854480e+06 5.245723056322184163e+00 3.495959967982932071e+00 3.154200428647855770e+00 -6.830249415785575318e-01
9.588914876222854480e+06 5.245723036238402415e+00 3.495959962961977308e+00 3.154200428647874421e+00 -6.830249415785946132e-01
9.588914876222854480e+06 5.245723061307871582e+00 3.495959969229346154e+00 3.154200428647871313e+00 -6.830249415785885070e-01
9.588914876222854480e+06 5.245723034871351054e+00 3.495959962620206696e+00 3.154200428647889964e+00 -6.830249415786254774e-01
9.588914876222854480e+06 5.245723103943992882e+00 3.495959979888370039e+00 3.154200428647883747e+00 -6.830249415786130429e-01
9.588914876222854480e+06 5.245723138056456847e+00 3.495959988416486475e+00 3.154200428647883747e+00 -6.830249415786130429e-01
9.588914876222854480e+06 5.245723119601520601e+00 3.495959983802750415e+00 3.154200428647886856e+00 -6.830249415786192602e-01
9.588914876222854480e+06 5.245723051962530192e+00 3.495959966892992377e+00 3.154200428647908172e+00 -6.830249415786624478e-01
9.588914876222854480e+06 5.245723066322057981e+00 3.495959970482871437e+00 3.154200428647914389e+00 -6.830249415786748823e-01
9.588914876222854480e+06 5.245723069823993612e+00 3.495959971358350238e+00 3.154200428647923715e+00 -6.830249415786933120e-01
9.588914876222854480e+06 5.245723088668648337e+00 3.495959976069521691e+00 3.154200428647908172e+00 -6.830249415786624478e-01
9.588914876222854480e+06 5.245723078004765227e+00 3.495959973403544918e+00 3.154200428647920607e+00 -6.830249415786872058e-01
9.588914876222854480e+06 5.245723071612675703e+00 3.495959971805524091e+00 3.154200428647917498e+00 -6.830249415786809886e-01
9.588914876222854480e+06 5.245723038414972450e+00 3.495959963506093615e+00 3.154200428647926824e+00 -6.830249415786995293e-01
9.588914876222854480e+06 5.245723073693274507e+00 3.495959972325662690e+00 3.154200428647939258e+00 -6.830249415787242873e-01
9.588914876222854480e+06 5.245723076973535015e+00 3.495959973145728039e+00 3.154200428647939258e+00 -6.830249415787242873e-01
9.588914876222854480e+06 5.245723069414903961e+00 3.495959971256070276e+00 3.154200428647939258e+00 -6.830249415787242873e-01
9.588914876222854480e+06 5.245723085550718423e+00 3.495959975290028332e+00 3.154200428647929932e+00 -6.830249415787056355e-01
9.588914876222854480e+06 5.245723040255564129e+00 3.495959963966232209e+00 3.154200428647945476e+00 -6.830249415787364997e-01
9.588914876222854480e+06 5.245723070100173580e+00 3.495959971427383017e+00 3.154200428647948584e+00 -6.830249415787426059e-01
9.588914876222854480e+06 5.245723051658054636e+00 3.495959966816856390e+00 3.154200428647942367e+00 -6.830249415787302825e-01
9.588914876222854480e+06 5.245723049698042928e+00 3.495959966326855017e+00 3.154200428647939258e+00 -6.830249415787242873e-01
9.588914876222854480e+06 5.245723050502963503e+00 3.495959966528088270e+00 3.154200428647933041e+00 -6.830249415787119638e-01
9.588914876222854480e+06 5.245723040320481090e+00 3.495959963982472107e+00 3.154200428647923715e+00 -6.830249415786933120e-01
9.588914876222854480e+06 5.245723061552205913e+00 3.495959969290398650e+00 3.154200428647933041e+00 -6.830249415787119638e-01
9.588914876222854480e+06 5.245723038866998422e+00 3.495959963619093891e+00 3.154200428647939258e+00 -6.830249415787242873e-01
9.588914876222854480e+06 5.245723039815999300e+00 3.495959963856331676e+00 3.154200428647963683e+00 -6.830249415787735812e-01
9.588914876222854480e+06 5.245723048460145144e+00 3.495959966017380349e+00 3.154200428647939258e+00 -6.830249415787242873e-01
9.588914876222854480e+06 5.245723057583885129e+00 3.495959968298327780e+00 3.154200428647914389e+00 -6.830249415786748823e-01
9.588914876222854480e+06 5.245723081026772761e+00 3.495959974159055683e+00 3.154200428647901955e+00 -6.830249415786501244e-01
9.588914876222854480e+06 5.245723070637001051e+00 3.495959971561612978e+00 3.154200428647901955e+00 -6.830249415786501244e-01
9.588914876222854480e+06 5.245723057392493338e+00 3.495959968250489158e+00 3.154200428647896182e+00 -6.830249415786378009e-01
9.588914876222854480e+06 5.245723062137520820e+00 3.495959969436757131e+00 3.154200428647874421e+00 -6.830249415785946132e-01
9.588914876222854480e+06 5.245723036903942038e+00 3.495959963128366876e+00 3.154200428647865095e+00 -6.830249415785760725e-01
9.588914876222854480e+06 5.245723046741731288e+00 3.495959965587818630e+00 3.154200428647855770e+00 -6.830249415785575318e-01
9.588914876222854480e+06 5.245723046813387747e+00 3.495959965605734521e+00 3.154200428647852661e+00 -6.830249415785514255e-01
9.588914876222854480e+06 5.245723054482606784e+00 3.495959967523035949e+00 3.154200428647858878e+00 -6.830249415785637490e-01
9.588914876222854480e+06 5.245723052721213975e+00 3.495959967082681530e+00 3.154200428647871313e+00 -6.830249415785885070e-01
9.588914876222854480e+06 5.245723040271296433e+00 3.495959963970202367e+00 3.154200428647871313e+00 -6.830249415785885070e-01
9.588914876222854480e+06 5.245723076236823879e+00 3.495959972961590445e+00 3.154200428647858878e+00 -6.830249415785637490e-01
9.588914876222854480e+06 5.245723046679343859e+00 3.495959965572224881e+00 3.154200428647849552e+00 -6.830249415785452083e-01
9.588914876222854480e+06 5.245723015528272803e+00 3.495959957784452676e+00 3.154200428647858878e+00 -6.830249415785637490e-01
9.588914876222854480e+06 5.245723021377926898e+00 3.495959959246867754e+00 3.154200428647855770e+00 -6.830249415785575318e-01
9.588914876222854480e+06 5.245723057372111420e+00 3.495959968245416771e+00 3.154200428647849552e+00 -6.830249415785452083e-01
9.588914876222854480e+06 5.245723052163978828e+00 3.495959966943382291e+00 3.154200428647852661e+00 -6.830249415785514255e-01
9.588914876222854480e+06 5.245723049612994515e+00 3.495959966305637767e+00 3.154200428647849552e+00 -6.830249415785452083e-01
9.588914876222854480e+06 5.245723041199313208e+00 3.495959964202218995e+00 3.154200428647846888e+00 -6.830249415785391021e-01
9.588914876222854480e+06 5.245723038724174891e+00 3.495959963583434416e+00 3.154200428647846888e+00 -6.830249415785391021e-01
9.588914876222854480e+06 5.245723012850931788e+00 3.495959957115123640e+00 3.154200428647846888e+00 -6.830249415785391021e-01
9.588914876222854480e+06 5.245723023044376099e+00 3.495959959663484717e+00 3.154200428647846888e+00 -6.830249415785391021e-01
9.588914876222854480e+06 5.245723046678804735e+00 3.495959965572093431e+00 3.154200428647843335e+00 -6.830249415785328848e-01
9.588914876222854480e+06 5.245723043922517981e+00 3.495959964883021520e+00 3.154200428647843335e+00 -6.830249415785328848e-01
9.588914876222854480e+06 5.245723017719283732e+00 3.495959958332214512e+00 3.154200428647840226e+00 -6.830249415785266676e-01
9.588914876222854480e+06 5.245723022388253831e+00 3.495959959499461700e+00 3.154200428647831345e+00 -6.830249415785082379e-01
9.588914876222854480e+06 5.245723029876272037e+00 3.495959961371472691e+00 3.154200428647818910e+00 -6.830249415784834799e-01
9.588914876222854480e+06 5.245723028736676952e+00 3.495959961086575252e+00 3.154200428647815801e+00 -6.830249415784773737e-01
9.588914876222854480e+06 5.245723037111569731e+00 3.495959963180298669e+00 3.154200428647815801e+00 -6.830249415784773737e-01
9.588914876222854480e+06 5.245723036362204716e+00 3.495959962992963188e+00 3.154200428647803367e+00 -6.830249415784527267e-01
9.588914876222854480e+06 5.245723035016117031e+00 3.495959962656447484e+00 3.154200428647790933e+00 -6.830249415784279687e-01
9.588914876222854480e+06 5.245723053541980541e+00 3.495959967287918246e+00 3.154200428647782051e+00 -6.830249415784095390e-01
9.588914876222854480e+06 5.245723040597356501e+00 3.495959964051763791e+00 3.154200428647778942e+00 -6.830249415784033218e-01
9.588914876222854480e+06 5.245723056756538050e+00 3.495959968091560732e+00 3.154200428647775833e+00 -6.830249415783969935e-01
9.588914876222854480e+06 5.245723044071424646e+00 3.495959964920291263e+00 3.154200428647757182e+00 -6.830249415783601341e-01
9.588914876222854480e+06 5.245723049300082153e+00 3.495959966227457194e+00 3.154200428647754073e+00 -6.830249415783539169e-01
9.588914876222854480e+06 5.245723019722491998e+00 3.495959958833053438e+00 3.154200428647766508e+00 -6.830249415783785638e-01
9.588914876222854480e+06 5.245723001092142290e+00 3.495959954175466233e+00 3.154200428647766508e+00 -6.830249415783785638e-01
9.588914876222854480e+06 5.245723022475760722e+00 3.495959959521373950e+00 3.154200428647760290e+00 -6.830249415783662403e-01
9.588914876222854480e+06 5.245723005652815907e+00 3.495959955315634637e+00 3.154200428647766508e+00 -6.830249415783785638e-01
9.588914876222854480e+06 5.245723011157801707e+00 3.495959956691881310e+00 3.154200428647766508e+00 -6.830249415783785638e-01
9.588914876222854480e+06 5.245722998147942739e+00 3.495959953439407020e+00 3.154200428647784715e+00 -6.830249415784156453e-01
9.588914876222854480e+06 5.245723022498823163e+00 3.495959959527120908e+00 3.154200428647797150e+00 -6.830249415784402922e-01
9.588914876222854480e+06 5.245723012720380218e+00 3.495959957082511949e+00 3.154200428647794041e+00 -6.830249415784340750e-01
9.588914876222854480e+06 5.245723015603014794e+00 3.495959957803167484e+00 3.154200428647800258e+00 -6.830249415784465095e-01
9.588914876222854480e+06 5.245723006719784642e+00 3.495959955582351952e+00 3.154200428647815801e+00 -6.830249415784773737e-01
9.588914876222854480e+06 5.245723009715424823e+00 3.495959956331262219e+00 3.154200428647815801e+00 -6.830249415784773737e-01
9.588914876222854480e+06 5.245723003817308161e+00 3.495959954856728391e+00 3.154200428647825127e+00 -6.830249415784959144e-01
9.588914876222854480e+06 5.245723007972314278e+00 3.495959955895482807e+00 3.154200428647818910e+00 -6.830249415784834799e-01
9.588914876222854480e+06 5.245723021620341875e+00 3.495959959307481935e+00 3.154200428647834453e+00 -6.830249415785143441e-01
9.588914876222854480e+06 5.245723020003177695e+00 3.495959958903191112e+00 3.154200428647834453e+00 -6.830249415785143441e-01
9.588914876222854480e+06 5.245723019206510962e+00 3.495959958704018433e+00 3.154200428647846888e+00 -6.830249415785391021e-01
