# 20Msun surface properties as a function of time; 
# Created with notebook "20Msun-surfacedata.ipynb" on 
# NuGrid server http://wendi1.phys.uvic.ca
# Cols:   star_age [yr], log_L [log10 L/Lsun],    log_Teff [log10 T/K],    log_R [log10 R/Rsun],    log_g [log g [cgs]]
9.588910685518920422e+06 5.246038013757805984e+00 3.495893144511285300e+00 3.154491554308959778e+00 -6.836054754833745806e-01
9.588910695382747799e+06 5.246036458783611245e+00 3.495893235187691683e+00 3.154490595469050085e+00 -6.836035618825755389e-01
9.588910707219341770e+06 5.246034648994616134e+00 3.495893364484075505e+00 3.154489431981784886e+00 -6.836012398028354919e-01
9.588910713210120797e+06 5.246033657091726532e+00 3.495893420347693237e+00 3.154488824303104622e+00 -6.836000269228258430e-01
9.588910720399057493e+06 5.246032677428847713e+00 3.495893499960839090e+00 3.154488175245373949e+00 -6.835987317801718310e-01
9.588910729025781155e+06 5.246032803186443161e+00 3.495893723328397318e+00 3.154487791389055218e+00 -6.835979676348886702e-01
9.588910739377848804e+06 5.246029736414071998e+00 3.495893707646720028e+00 3.154486289366223328e+00 -6.835949678700485865e-01
9.588910746232612059e+06 5.246028446484896079e+00 3.495893753152943262e+00 3.154485553389189789e+00 -6.835934987505515315e-01
9.588910754458326846e+06 5.246028282784928720e+00 3.495893910549510597e+00 3.154485156746070995e+00 -6.835927088657802742e-01
9.588910758571185172e+06 5.246028838941047212e+00 3.495894039267892772e+00 3.154485177387366335e+00 -6.835927518491015098e-01
9.588910760627614334e+06 5.246027566200591075e+00 3.495894047799314119e+00 3.154484523954294684e+00 -6.835914458333258725e-01
9.588910763095330447e+06 5.246027091646293883e+00 3.495894061047030377e+00 3.154484260181713573e+00 -6.835909193085980551e-01
9.588910765198403969e+06 5.246026478235700452e+00 3.495893998732503505e+00 3.154484078105470601e+00 -6.835905560257617974e-01
9.588910767722092569e+06 5.246026609176977828e+00 3.495894052612236180e+00 3.154484035816643939e+00 -6.835904724916849196e-01
9.588910770750518888e+06 5.246026832947840113e+00 3.495894135754750831e+00 3.154483981417046223e+00 -6.835903649447815367e-01
9.588910774384632707e+06 5.246025939604971100e+00 3.495894175283823291e+00 3.154483455687466353e+00 -6.835893149883741637e-01
9.588910778745565563e+06 5.246025719357706230e+00 3.495894251825515386e+00 3.154483192480450171e+00 -6.835887903776365349e-01
9.588910783978687599e+06 5.246023945088997387e+00 3.495894239063181974e+00 3.154482330870763018e+00 -6.835870693222140249e-01
9.588910790258431807e+06 5.246022090026010609e+00 3.495894204181961396e+00 3.154481473101709899e+00 -6.835853563808311772e-01
9.588910797794125974e+06 5.246022519880761514e+00 3.495894401192394252e+00 3.154481294008220083e+00 -6.835850013098963007e-01
9.588910806836958975e+06 5.246020165244802413e+00 3.495894419890357430e+00 3.154480079294314621e+00 -6.835825756213438353e-01
9.588910817688358948e+06 5.246019746006560958e+00 3.495894632015007719e+00 3.154479445425892425e+00 -6.835813123715651640e-01
9.588910830710038543e+06 5.246017458787385124e+00 3.495894734917619040e+00 3.154478096011082311e+00 -6.835786189264106971e-01
9.588910846336053684e+06 5.246015132592114938e+00 3.495894889162931118e+00 3.154476624422823505e+00 -6.835756822111893616e-01
9.588910865087272599e+06 5.246011778462749575e+00 3.495895026564198371e+00 3.154474672555605430e+00 -6.835717862302311820e-01
9.588910887588737532e+06 5.246008404039268491e+00 3.495895259160479274e+00 3.154472520151303971e+00 -6.835674907256685806e-01
9.588910914590492845e+06 5.246004726570803633e+00 3.495895584361869979e+00 3.154470031014290132e+00 -6.835625236163271889e-01
9.588910928564051166e+06 5.246003514497867393e+00 3.495895791930609509e+00 3.154469009840342508e+00 -6.835604870461265969e-01
9.588910945332322270e+06 5.245999511179102903e+00 3.495895816152966518e+00 3.154466959736246245e+00 -6.835563937711273130e-01
9.588910953716458753e+06 5.246000138777141331e+00 3.495896083874427962e+00 3.154466738092342126e+00 -6.835559539498592407e-01
9.588910963777421042e+06 5.245997780601930671e+00 3.495896125984615299e+00 3.154465474784362122e+00 -6.835534314937532496e-01
9.588910968807902187e+06 5.245998288203984394e+00 3.495896269517117627e+00 3.154465441520384772e+00 -6.835533670457046851e-01
9.588910972191611305e+06 5.245996789309602448e+00 3.495896272464764643e+00 3.154464686177899324e+00 -6.835518577597671230e-01
9.588910976252062246e+06 5.245996903648231680e+00 3.495896300327330675e+00 3.154464687622082320e+00 -6.835518623269619676e-01
9.588910981124600396e+06 5.245995386278276662e+00 3.495896345890352475e+00 3.154463837811060767e+00 -6.835501647195140196e-01
9.588910986971648410e+06 5.245994638712410563e+00 3.495896368194093995e+00 3.154463419420645121e+00 -6.835493303561819278e-01
9.588910993988106027e+06 5.245994329718612903e+00 3.495896503665799404e+00 3.154462993980335028e+00 -6.835484823765521911e-01
9.588911002407854423e+06 5.245993429431456079e+00 3.495896625990017714e+00 3.154462299188320440e+00 -6.835470962737043576e-01
9.588911012511553243e+06 5.245989984051198540e+00 3.495896573456191980e+00 3.154460681565843139e+00 -6.835438652061512910e-01
9.588911024635992944e+06 5.245989699187978417e+00 3.495896805477429758e+00 3.154460075091757965e+00 -6.835426572707924420e-01
9.588911039185319096e+06 5.245986648938412600e+00 3.495896899125197965e+00 3.154458362671437754e+00 -6.835392384455146741e-01
9.588911056644510478e+06 5.245984346644091190e+00 3.495897077429622524e+00 3.154456854915427932e+00 -6.835362301518370653e-01
9.588911077595539391e+06 5.245981322604833963e+00 3.495897307087034722e+00 3.154454883580974922e+00 -6.835322961448550005e-01
9.588911102736774832e+06 5.245977338607218599e+00 3.495897560313196095e+00 3.154452385129844938e+00 -6.835273096367657786e-01
9.588911115307392552e+06 5.245975987544976959e+00 3.495897716252659215e+00 3.154451397719797878e+00 -6.835253400136681590e-01
9.588911130392134190e+06 5.245974001311204837e+00 3.495897905739967726e+00 3.154450025628295240e+00 -6.835226020670203129e-01
9.588911148493822664e+06 5.245970651131444562e+00 3.495898042770250846e+00 3.154448076477848417e+00 -6.835187112496899919e-01
9.588911157544666901e+06 5.245971134508232936e+00 3.495898305073591228e+00 3.154447793559561841e+00 -6.835181491548457666e-01
9.588911168405681849e+06 5.245968407795041699e+00 3.495898315010936841e+00 3.154446410328274553e+00 -6.835153871823502758e-01
9.588911181438896805e+06 5.245967105202474556e+00 3.495898489828281885e+00 3.154445409397301336e+00 -6.835133907084377514e-01
9.588911197078758851e+06 5.245965116713430021e+00 3.495898666550386835e+00 3.154444061708569613e+00 -6.835107017965769138e-01
9.588911215846590698e+06 5.245962490264293621e+00 3.495898873863775513e+00 3.154442333857223613e+00 -6.835072538525402974e-01
9.588911225230505690e+06 5.245961118857776384e+00 3.495898998214786335e+00 3.154441399451943351e+00 -6.835053889212630018e-01
9.588911229922462255e+06 5.245960666605974154e+00 3.495899041541509877e+00 3.154441086672594707e+00 -6.835047653021959491e-01
9.588911235552813858e+06 5.245959580316744031e+00 3.495899071967807803e+00 3.154440482675383794e+00 -6.835035596353249421e-01
9.588911242309233174e+06 5.245959207015040704e+00 3.495899196834087785e+00 3.154440046291972166e+00 -6.835026896615504777e-01
9.588911250416936353e+06 5.245956379529751246e+00 3.495899133827890637e+00 3.154438758561721734e+00 -6.835001175527010142e-01
9.588911254512950778e+06 5.245957567466873250e+00 3.495899317593263778e+00 3.154438984999536899e+00 -6.835005721215671182e-01
9.588911259428167716e+06 5.245956981444711786e+00 3.495899396361062728e+00 3.154438534452857823e+00 -6.834996730601008430e-01
9.588911262051351368e+06 5.245957332772384518e+00 3.495899457323762949e+00 3.154438588191294190e+00 -6.834997816213640442e-01
9.588911265199175104e+06 5.245956204018249913e+00 3.495899490769091678e+00 3.154437956923568986e+00 -6.834985203871832837e-01
9.588911266957102343e+06 5.245956192130717177e+00 3.495899482710145278e+00 3.154437967097695861e+00 -6.834985414621385091e-01
9.588911269066615030e+06 5.245956128225124360e+00 3.495899548369255871e+00 3.154437803826678266e+00 -6.834982157921446477e-01
9.588911271598028019e+06 5.245955505380178963e+00 3.495899562331961974e+00 3.154437464478793363e+00 -6.834975381428246566e-01
9.588911274635726586e+06 5.245955189372375038e+00 3.495899596553928124e+00 3.154437238030958657e+00 -6.834970865028912046e-01
9.588911276467757300e+06 5.245954700402515769e+00 3.495899620763593507e+00 3.154436945126698699e+00 -6.834965014517029314e-01
9.588911278666194528e+06 5.245954363894170136e+00 3.495899591730056599e+00 3.154436834939599699e+00 -6.834962819863011907e-01
9.588911280022326857e+06 5.245953655761697476e+00 3.495899631800922780e+00 3.154436400731630563e+00 -6.834954141309638187e-01
9.588911281649682671e+06 5.245953959707924774e+00 3.495899600849090572e+00 3.154436614608409073e+00 -6.834958425572397189e-01
9.588911282664999366e+06 5.245953604444327567e+00 3.495899667381430209e+00 3.154436303911931194e+00 -6.834952215839966705e-01
9.588911283883379772e+06 5.245952951413271670e+00 3.495899650966924455e+00 3.154436010225414755e+00 -6.834946347146192425e-01
9.588911285345435143e+06 5.245952838432388354e+00 3.495899658553517142e+00 3.154435938561787722e+00 -6.834944919917499417e-01
9.588911287099903449e+06 5.245951776297888003e+00 3.495899577550917403e+00 3.154435569499737024e+00 -6.834937545929089531e-01
9.588911289205264300e+06 5.245952025180849354e+00 3.495899573749583933e+00 3.154435701543884196e+00 -6.834940195515135652e-01
9.588911291731698439e+06 5.245951952979181598e+00 3.495899662272434316e+00 3.154435488397349996e+00 -6.834935943028178640e-01
9.588911293320048600e+06 5.245952741381895379e+00 3.495899744689424438e+00 3.154435717764727087e+00 -6.834940536941606082e-01
9.588911295226067305e+06 5.245951701873517337e+00 3.495899785198648857e+00 3.154435116992087895e+00 -6.834928529367917394e-01
9.588911297513289377e+06 5.245951753719424460e+00 3.495899798069446618e+00 3.154435117173446379e+00 -6.834928542449948408e-01
9.588911300257956609e+06 5.245949969858073381e+00 3.495899715488983706e+00 3.154434390403697108e+00 -6.834914018400799485e-01
9.588911303551556543e+06 5.245951223251241302e+00 3.495899886698452974e+00 3.154434674681342976e+00 -6.834919717568626041e-01
9.588911307503877208e+06 5.245951162275291679e+00 3.495899981635337106e+00 3.154434454319599457e+00 -6.834915326671723301e-01
9.588911309480039403e+06 5.245949687527091676e+00 3.495899938415708341e+00 3.154433803384756541e+00 -6.834902316143843803e-01
9.588911311851432547e+06 5.245947702199448948e+00 3.495899815425501878e+00 3.154433056701348548e+00 -6.834887392278403695e-01
9.588911313131509349e+06 5.245947586491825909e+00 3.495899840748428300e+00 3.154432948201684184e+00 -6.834885227576571465e-01
9.588911314174633473e+06 5.245947093481424517e+00 3.495899697097734737e+00 3.154432988997870613e+00 -6.834886047812275267e-01
9.588911314696196467e+06 5.245947471699835774e+00 3.495899826175992153e+00 3.154432919950561409e+00 -6.834884669022071035e-01
9.588911315322071314e+06 5.245946966229386277e+00 3.495899822428339743e+00 3.154432674710641038e+00 -6.834879766810847412e-01
9.588911315725307912e+06 5.245947156525076593e+00 3.495899763102225499e+00 3.154432888510714683e+00 -6.834884044479182519e-01
9.588911316103750840e+06 5.245946848829233566e+00 3.495899809700577787e+00 3.154432641466089038e+00 -6.834879105151029366e-01
9.588911316349938512e+06 5.245946189499753665e+00 3.495899795516057118e+00 3.154432340170390425e+00 -6.834873079812763264e-01
9.588911316479923204e+06 5.245946557715760683e+00 3.495899799204656766e+00 3.154432516901194639e+00 -6.834876614492682023e-01
9.588911316635902971e+06 5.245946559675208398e+00 3.495899761896213320e+00 3.154432592497805832e+00 -6.834878126547374588e-01
9.588911316823078319e+06 5.245946378050813763e+00 3.495899776517423785e+00 3.154432472443186697e+00 -6.834875725684993464e-01
9.588911316943060607e+06 5.245946523045079246e+00 3.495899641105238764e+00 3.154432815764689924e+00 -6.834882592162595527e-01
9.588911317087035626e+06 5.245946455169264944e+00 3.495899689957377543e+00 3.154432684122505215e+00 -6.834879959411167549e-01
9.588911317259809002e+06 5.245946550764733374e+00 3.495899695234170768e+00 3.154432721366652537e+00 -6.834880704468903057e-01
9.588911317467134446e+06 5.245946513155528734e+00 3.495899729977343107e+00 3.154432633075705539e+00 -6.834878938975031959e-01
9.588911317715924233e+06 5.245946402860771407e+00 3.495899748207821567e+00 3.154432541467370399e+00 -6.834877107404330188e-01
9.588911318014474586e+06 5.245946765279264845e+00 3.495899750749994261e+00 3.154432717592271729e+00 -6.834880630982960170e-01
9.588911318372733891e+06 5.245946610365539442e+00 3.495899785319496633e+00 3.154432570996404284e+00 -6.834877700546551083e-01
9.588911318802647293e+06 5.245946653857313180e+00 3.495899752224114199e+00 3.154432658933056022e+00 -6.834879461056698746e-01
9.588911319318542257e+06 5.245947149654337949e+00 3.495899759808012153e+00 3.154432891663772498e+00 -6.834884117803581294e-01
9.588911319937614724e+06 5.245946930828816690e+00 3.495899834054697397e+00 3.154432633757640936e+00 -6.834878962240011901e-01
9.588911320680504665e+06 5.245946293456137610e+00 3.495899827442782826e+00 3.154432328295130983e+00 -6.834872856060683066e-01
9.588911321571968496e+06 5.245947432132635591e+00 3.495899885773731341e+00 3.154432780971483385e+00 -6.834881913272760068e-01
9.588911322641726583e+06 5.245947774712671929e+00 3.495899981670232304e+00 3.154432760468498742e+00 -6.834881507635132136e-01
9.588911323925435543e+06 5.245947233144830690e+00 3.495900054574080151e+00 3.154432343876882427e+00 -6.834873181109283324e-01
9.588911325465887785e+06 5.245946446473633173e+00 3.495899966258153579e+00 3.154432127173136813e+00 -6.834868853402132904e-01
9.588911327314430848e+06 5.245946706529107217e+00 3.495900033069815560e+00 3.154432123577550318e+00 -6.834868789131685052e-01
9.588911329532681033e+06 5.245946656863529789e+00 3.495900090119760772e+00 3.154431984644870735e+00 -6.834866019647651836e-01
9.588911332194581628e+06 5.245946834339294540e+00 3.495900143752428413e+00 3.154431966117418717e+00 -6.834865660102061868e-01
9.588911335388861597e+06 5.245946609738196820e+00 3.495900237997506821e+00 3.154431665326712597e+00 -6.834859657492099450e-01
9.588911339221997187e+06 5.245946554930733363e+00 3.495900304694601335e+00 3.154431504528792285e+00 -6.834856457378656325e-01
9.588911343821762130e+06 5.245944742592280718e+00 3.495900282378864521e+00 3.154430642991039146e+00 -6.834839245637551741e-01
9.588911349341480061e+06 5.245944898463856809e+00 3.495900398181232660e+00 3.154430489322090914e+00 -6.834836195075159049e-01
9.588911355965141207e+06 5.245944715291663840e+00 3.495900535782877405e+00 3.154430122532704939e+00 -6.834828886667342340e-01
9.588911359276972711e+06 5.245943083596488421e+00 3.495900499559000618e+00 3.154429379132870803e+00 -6.834814032360591041e-01
9.588911363251168281e+06 5.245942817814449377e+00 3.495900526089344318e+00 3.154429193181164326e+00 -6.834810329754267277e-01
9.588911368020204827e+06 5.245942052586636706e+00 3.495900567512990165e+00 3.154428727719965408e+00 -6.834801040243638770e-01
9.588911373743046075e+06 5.245941304574833985e+00 3.495900630982971435e+00 3.154428226774101507e+00 -6.834791044982306829e-01
9.588911380610458553e+06 5.245940225755440167e+00 3.495900699108034360e+00 3.154427551114278749e+00 -6.834777560172889954e-01
9.588911388851352036e+06 5.245939736484947602e+00 3.495900831543150122e+00 3.154427041608800941e+00 -6.834767404127612966e-01
9.588911398740423843e+06 5.245937726732999629e+00 3.495900898062145767e+00 3.154425903694836109e+00 -6.834744686725360285e-01
9.588911410607311875e+06 5.245936032725997400e+00 3.495901000933836933e+00 3.154424850947952663e+00 -6.834723680839728255e-01
9.588911424847574905e+06 5.245934611379604817e+00 3.495901185729209271e+00 3.154423770684011252e+00 -6.834702134422911968e-01
9.588911432110594586e+06 5.245933230805003511e+00 3.495901227000868250e+00 3.154422997853393529e+00 -6.834686707831989505e-01
9.588911440826214850e+06 5.245933158573585331e+00 3.495901403708207233e+00 3.154422608323006028e+00 -6.834678953249749833e-01
9.588911451284961775e+06 5.245931590376407883e+00 3.495901532994231342e+00 3.154421565652369530e+00 -6.834658143067591229e-01
9.588911463835457340e+06 5.245928866990658967e+00 3.495901554680070245e+00 3.154420160587816824e+00 -6.834630093652862559e-01
9.588911478896051645e+06 5.245927925510754264e+00 3.495901808638187891e+00 3.154419181931629179e+00 -6.834610582780006327e-01
9.588911488835480064e+06 5.245925937136735939e+00 3.495901859330581285e+00 3.154418086359833229e+00 -6.834588712427145385e-01
9.588911494598986581e+06 5.245924452926461257e+00 3.495901856478598191e+00 3.154417349958661632e+00 -6.834574008226070863e-01
9.588911498469211161e+06 5.245924609210529610e+00 3.495901924486370049e+00 3.154417292085152091e+00 -6.834572866752612885e-01
9.588911503113480285e+06 5.245922673943205439e+00 3.495901919701402072e+00 3.154416334021425961e+00 -6.834553724674178321e-01
9.588911508686603978e+06 5.245924423204408882e+00 3.495902131733009011e+00 3.154416784588814249e+00 -6.834562759057063452e-01
9.588911515374351293e+06 5.245921722095375550e+00 3.495902129495497057e+00 3.154415438509321046e+00 -6.834535865109526709e-01
9.588911520199289545e+06 5.245921056351475542e+00 3.495902124343128747e+00 3.154415115942107661e+00 -6.834529433707852153e-01
9.588911523162247613e+06 5.245920311127012958e+00 3.495902132941206109e+00 3.154414726133722091e+00 -6.834521649786713393e-01
9.588911525477575138e+06 5.245920994117324376e+00 3.495902196459228062e+00 3.154414940592834338e+00 -6.834525948538683338e-01
9.588911528255967423e+06 5.245921953631566659e+00 3.495902386266886541e+00 3.154415040734637188e+00 -6.834527962858454320e-01
9.588911531590038911e+06 5.245921689189309234e+00 3.495902477488533666e+00 3.154414726070215558e+00 -6.834521683350507359e-01
9.588911533800177276e+06 5.245921656381456799e+00 3.495902493993054971e+00 3.154414676657245842e+00 -6.834520704226124677e-01
9.588911535973476246e+06 5.245920426969883366e+00 3.495902561290666455e+00 3.154413927356237046e+00 -6.834505727188679991e-01
9.588911538581436500e+06 5.245920306050150472e+00 3.495902481668813788e+00 3.154414026140075489e+00 -6.834507713644680793e-01
9.588911541166424751e+06 5.245919869303004468e+00 3.495902541957300880e+00 3.154413687189527860e+00 -6.834500945318003895e-01
9.588911544268408790e+06 5.245918555050277376e+00 3.495902512125836470e+00 3.154413089726093578e+00 -6.834489008870427984e-01
9.588911547990791500e+06 5.245917899946167751e+00 3.495902478862995988e+00 3.154412828699719284e+00 -6.834483803728191864e-01
9.588911552457647398e+06 5.245917472651963287e+00 3.495902534087067526e+00 3.154412504604473977e+00 -6.834477340285540770e-01
9.588911557817878202e+06 5.245917443227446242e+00 3.495902653092931800e+00 3.154412251880487350e+00 -6.834472307960463011e-01
9.588911561849310994e+06 5.245916628960798356e+00 3.495902696276202093e+00 3.154411758380623265e+00 -6.834462454625710448e-01
9.588911566687028855e+06 5.245916566337760933e+00 3.495902769790526055e+00 3.154411580040456631e+00 -6.834458907817340112e-01
9.588911570994097739e+06 5.245916021401636264e+00 3.495902831293055790e+00 3.154411184567333937e+00 -6.834451016156596337e-01
9.588911576162582263e+06 5.245915174475121567e+00 3.495902872357268265e+00 3.154410678975652083e+00 -6.834440925684955870e-01
9.588911579138386995e+06 5.245914717944824446e+00 3.495902935447174009e+00 3.154410324530692034e+00 -6.834433849085078672e-01
9.588911580626288429e+06 5.245914620144290552e+00 3.495902895055048809e+00 3.154410356414675043e+00 -6.834434492914398529e-01
9.588911582411769778e+06 5.245914866485274608e+00 3.495902954234584747e+00 3.154410361226095194e+00 -6.834434596522380723e-01
9.588911584554348141e+06 5.245913750906034956e+00 3.495902983039461454e+00 3.154409745826722400e+00 -6.834422297390430057e-01
9.588911587125442922e+06 5.245912256667187634e+00 3.495902860485914143e+00 3.154409243814392916e+00 -6.834412267770390015e-01
9.588911590210758150e+06 5.245911905964385724e+00 3.495902876461300490e+00 3.154409036512220155e+00 -6.834408134478728858e-01
9.588911593913134187e+06 5.245911803011817476e+00 3.495902921604660207e+00 3.154408894749216596e+00 -6.834405314520785035e-01
9.588911598355986178e+06 5.245911056290671226e+00 3.495902971591058339e+00 3.154408421415846764e+00 -6.834395866215938753e-01
9.588911603687407449e+06 5.245911131308786501e+00 3.495903117721891107e+00 3.154408166663238866e+00 -6.834390793198763525e-01
9.588911610085112974e+06 5.245909175854126083e+00 3.495903109481053317e+00 3.154407205417583793e+00 -6.834371594727638444e-01
9.588911617762360722e+06 5.245907616358859826e+00 3.495903132272859981e+00 3.154406380086337336e+00 -6.834355119832826730e-01
9.588911625301010907e+06 5.245907552746769120e+00 3.495903257032791700e+00 3.154406098760428545e+00 -6.834349524471740045e-01
9.588911634347390383e+06 5.245905890370280211e+00 3.495903348218575513e+00 3.154405085200616465e+00 -6.834329290663976320e-01
9.588911638870580122e+06 5.245906111317182763e+00 3.495903460487690406e+00 3.154404971135837954e+00 -6.834327028062511244e-01
9.588911641196906567e+06 5.245905086997717071e+00 3.495903454900686214e+00 3.154404470150114381e+00 -6.834317017962624474e-01
9.588911642360068858e+06 5.245904078184349117e+00 3.495903416626646720e+00 3.154404042291508947e+00 -6.834308465597785931e-01
9.588911642951603979e+06 5.245903843452159876e+00 3.495903418796498130e+00 3.154403920585711063e+00 -6.834306033926598190e-01
9.588911643284264952e+06 5.245903372411086174e+00 3.495903298417273763e+00 3.154403925823623389e+00 -6.834306140059703827e-01
9.588911643468631431e+06 5.245903755435144866e+00 3.495903308567777756e+00 3.154404097034644749e+00 -6.834309564498525225e-01
9.588911643689868972e+06 5.245903472888231889e+00 3.495903331965569460e+00 3.154403908965605297e+00 -6.834305803521668610e-01
9.588911643823927268e+06 5.245903716512611226e+00 3.495903368782459886e+00 3.154403957144013226e+00 -6.834306767161220098e-01
9.588911643984796479e+06 5.245903698093065337e+00 3.495903291786234046e+00 3.154404101926691961e+00 -6.834309662951209008e-01
9.588911644177839160e+06 5.245903788092680209e+00 3.495903305160442009e+00 3.154404120178084359e+00 -6.834310028234454881e-01
9.588911644409490749e+06 5.245903644413485445e+00 3.495903344422901959e+00 3.154403969813566633e+00 -6.834307021414793848e-01
9.588911644687473774e+06 5.245903535441476251e+00 3.495903329555478223e+00 3.154403945062409953e+00 -6.834306527248535934e-01
9.588911645021053031e+06 5.245904103426489939e+00 3.495903352286033883e+00 3.154404183593804589e+00 -6.834311299255083627e-01
9.588911645421348512e+06 5.245904065178667253e+00 3.495903344205350205e+00 3.154404180631261045e+00 -6.834311241658597158e-01
9.588911645901700482e+06 5.245904456439178354e+00 3.495903439861152595e+00 3.154404184949911372e+00 -6.834311330016864527e-01
9.588911646478125826e+06 5.245905386400388615e+00 3.495903384631367405e+00 3.154404760390087326e+00 -6.834322841202697951e-01
9.588911647169834003e+06 5.245905494376226663e+00 3.495903512025634541e+00 3.154404559589471635e+00 -6.834318828049182892e-01
9.588911647999884561e+06 5.245905935583695445e+00 3.495903582321463254e+00 3.154404639601548599e+00 -6.834320431721265798e-01
9.588911648995945230e+06 5.245907141444227761e+00 3.495903700391690627e+00 3.154405006391360011e+00 -6.834327771634161053e-01
9.588911650191219524e+06 5.245907005666905931e+00 3.495903846041596985e+00 3.154404647202886824e+00 -6.834320592804715710e-01
9.588911651625547558e+06 5.245906342121980259e+00 3.495903880305936351e+00 3.154404246901745257e+00 -6.834312592709903544e-01
9.588911653346741572e+06 5.245906019545738985e+00 3.495903886381851677e+00 3.154404073461793967e+00 -6.834309131024480788e-01
9.588911655412172899e+06 5.245905364187458453e+00 3.495903812585441806e+00 3.154403893375473000e+00 -6.834305537834362010e-01
9.588911657890690491e+06 5.245905271104509993e+00 3.495903853753981050e+00 3.154403764496921170e+00 -6.834302970506872521e-01
9.588911660864911973e+06 5.245903805332616798e+00 3.495903814828592360e+00 3.154403109461751509e+00 -6.834289882095733182e-01
9.588911664433978498e+06 5.245902754021130932e+00 3.495903768309457593e+00 3.154402676844277664e+00 -6.834281244496872576e-01
9.588911668716857210e+06 5.245901422604475783e+00 3.495903725425906217e+00 3.154402096903053287e+00 -6.834269663373045978e-01
9.588911673856312409e+06 5.245901144166323249e+00 3.495903810942706968e+00 3.154401786650375517e+00 -6.834263479560175325e-01
9.588911680023659021e+06 5.245901556378273156e+00 3.495903965672119362e+00 3.154401683297525683e+00 -6.834261437991959731e-01
9.588911687424475327e+06 5.245899863478488356e+00 3.495904012056759491e+00 3.154400744078353469e+00 -6.834242684195093176e-01
9.588911696305453777e+06 5.245897765469258012e+00 3.495904013842389357e+00 3.154399691502478564e+00 -6.834221669381225217e-01
9.588911706962630153e+06 5.245896497546941539e+00 3.495904148870028205e+00 3.154398787486042188e+00 -6.834203633096476160e-01
9.588911719751238823e+06 5.245893758242191396e+00 3.495904207716241441e+00 3.154397300141240201e+00 -6.834173939052916591e-01
9.588911735097572207e+06 5.245891985109506273e+00 3.495904366479793968e+00 3.154396096047793030e+00 -6.834149920606218398e-01
9.588911753513172269e+06 5.245889892700074775e+00 3.495904608688160220e+00 3.154394565426344332e+00 -6.834119384283353638e-01
9.588911775611890480e+06 5.245887241433130121e+00 3.495904880766744771e+00 3.154392695635703348e+00 -6.834082079796997000e-01
9.588911802130352706e+06 5.245883341035849412e+00 3.495905132231305057e+00 3.154390242507942421e+00 -6.834033126832238514e-01
9.588911815389584750e+06 5.245881999212902436e+00 3.495905328915126731e+00 3.154389178228825585e+00 -6.834011896044214218e-01
9.588911831300662830e+06 5.245878141081832702e+00 3.495905322857635777e+00 3.154387261278273069e+00 -6.833973622785920465e-01
9.588911850393956527e+06 5.245876660240046618e+00 3.495905619343114168e+00 3.154385927886422358e+00 -6.833947033850987784e-01
9.588911873305907473e+06 5.245873832848987561e+00 3.495905887898504538e+00 3.154383977080112977e+00 -6.833908112406610336e-01
9.588911884761882946e+06 5.245872918653349259e+00 3.495906049236670921e+00 3.154383197305961062e+00 -6.833892564263884806e-01
9.588911898509051651e+06 5.245870859008866738e+00 3.495906174814587875e+00 3.154381916327885005e+00 -6.833867001510497419e-01
9.588911905430121347e+06 5.245869988953191232e+00 3.495906242737951697e+00 3.154381345453319607e+00 -6.833855612619222919e-01
9.588911913735404611e+06 5.245867488114257071e+00 3.495906224744388169e+00 3.154380131020979583e+00 -6.833831358292329350e-01
9.588911923701744527e+06 5.245868692715748516e+00 3.495906543480661099e+00 3.154380095849179444e+00 -6.833830696039803199e-01
9.588911935661351308e+06 5.245866786621360411e+00 3.495906671750502515e+00 3.154378886262302562e+00 -6.833806553722614474e-01
9.588911950012879446e+06 5.245863299806415192e+00 3.495906655482849068e+00 3.154377175390137289e+00 -6.833772395583235237e-01
9.588911967234713957e+06 5.245862027032956121e+00 3.495906922704917985e+00 3.154376004559269475e+00 -6.833749050129592773e-01
9.588911987900916487e+06 5.245858048611009572e+00 3.495907032299555794e+00 3.154373796159020582e+00 -6.833704967520537465e-01
9.588912012700358406e+06 5.245855055121396049e+00 3.495907310306948457e+00 3.154371743399428940e+00 -6.833664014802108833e-01
9.588912042459690943e+06 5.245851191453083651e+00 3.495907644133527281e+00 3.154369143912115092e+00 -6.833612148022291111e-01
9.588912078170886263e+06 5.245847067022979537e+00 3.495908071425565478e+00 3.154366227112986643e+00 -6.833553959596976313e-01
9.588912121024323627e+06 5.245840389431193351e+00 3.495908412077870953e+00 3.154362207012483044e+00 -6.833473734652333320e-01
9.588912172448446974e+06 5.245834550998081269e+00 3.495909051122914057e+00 3.154358009705839905e+00 -6.833390000991945712e-01
9.588912198160508648e+06 5.245830126988402675e+00 3.495909209117282312e+00 3.154355481712264542e+00 -6.833339547353891597e-01
9.588912212870523334e+06 5.245828046279290113e+00 3.495909349706565195e+00 3.154354160179142497e+00 -6.833313177467068567e-01
9.588912230522539467e+06 5.245826610692856384e+00 3.495909623540937261e+00 3.154352894717181943e+00 -6.833287941157942802e-01
9.588912251704961061e+06 5.245823373209239193e+00 3.495909831910337218e+00 3.154350859236573434e+00 -6.833247319061269698e-01
9.588912266070017591e+06 5.245822395243764369e+00 3.495910043910023912e+00 3.154349946254461745e+00 -6.833229118767674137e-01
9.588912277077008039e+06 5.245820114135572254e+00 3.495910078425979339e+00 3.154348736668455278e+00 -6.833204972522239906e-01
